"","accession","isolate","host","db_xref","country","collection_date","note","length","definition","version"
"1006","MK540885","PA.1989.1819R","raccoon",11292,"USA: Pennsylvania","1989",NA,11924,"Rabies lyssavirus isolate PA.1989.1819R, complete genome.","MK540885.1"
"1007","MK540884","PA.1989.1784R","raccoon",11292,"USA: Pennsylvania","1989",NA,11924,"Rabies lyssavirus isolate PA.1989.1784R, complete genome.","MK540884.1"
"1008","MK540883","PA.1989.1759R","raccoon",11292,"USA: Pennsylvania","1989",NA,11924,"Rabies lyssavirus isolate PA.1989.1759R, complete genome.","MK540883.1"
"1009","MK540882","ON.2017.0952R","raccoon",11292,"Canada: Ontario","2017",NA,11924,"Rabies lyssavirus isolate ON.2017.0952R, complete genome.","MK540882.1"
"1010","MK540881","ON.2017.0923S","skunk",11292,"Canada: Ontario","2017",NA,11924,"Rabies lyssavirus isolate ON.2017.0923S, complete genome.","MK540881.1"
"1011","MK540880","ON.2017.0864S","skunk",11292,"Canada: Ontario","2017",NA,11924,"Rabies lyssavirus isolate ON.2017.0864S, complete genome.","MK540880.1"
"1012","MK540879","ON.2017.0862R","raccoon",11292,"Canada: Ontario","2017",NA,11923,"Rabies lyssavirus isolate ON.2017.0862R, complete genome.","MK540879.1"
"1013","MK540878","ON.2017.0788R","raccoon",11292,"Canada: Ontario","2017",NA,11924,"Rabies lyssavirus isolate ON.2017.0788R, complete genome.","MK540878.1"
"1014","MK540877","ON.2017.0644S","skunk",11292,"Canada: Ontario","2017",NA,11923,"Rabies lyssavirus isolate ON.2017.0644S, complete genome.","MK540877.1"
"1015","MK540876","ON.2017.0567R","raccoon",11292,"Canada: Ontario","2017",NA,11923,"Rabies lyssavirus isolate ON.2017.0567R, complete genome.","MK540876.1"
"1016","MK540875","ON.2017.0489R","raccoon",11292,"Canada: Ontario","2017",NA,11923,"Rabies lyssavirus isolate ON.2017.0489R, complete genome.","MK540875.1"
"1017","MK540874","ON.2017.0478R","raccoon",11292,"Canada: Ontario","2017",NA,11924,"Rabies lyssavirus isolate ON.2017.0478R, complete genome.","MK540874.1"
"1018","MK540873","ON.2017.0437R","raccoon",11292,"Canada: Ontario","2017",NA,11923,"Rabies lyssavirus isolate ON.2017.0437R, complete genome.","MK540873.1"
"1019","MK540872","ON.2017.0371R","raccoon",11292,"Canada: Ontario","2017",NA,11923,"Rabies lyssavirus isolate ON.2017.0371R, complete genome.","MK540872.1"
"1020","MK540871","ON.2016.1984S","skunk",11292,"Canada: Ontario","2016",NA,11924,"Rabies lyssavirus isolate ON.2016.1984S, complete genome.","MK540871.1"
"1021","MK540870","ON.2016.1982S","skunk",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.1982S, complete genome.","MK540870.1"
"1022","MK540869","ON.2016.1980R","raccoon",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.1980R, complete genome.","MK540869.1"
"1023","MK540868","ON.2016.1979R","raccoon",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.1979R, complete genome.","MK540868.1"
"1024","MK540867","ON.2016.1857S","skunk",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.1857S, complete genome.","MK540867.1"
"1025","MK540866","ON.2016.1856S","skunk",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.1856S, complete genome.","MK540866.1"
"1026","MK540865","ON.2016.1854R","raccoon",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.1854R, complete genome.","MK540865.1"
"1027","MK540864","ON.2016.1787R","raccoon",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.1787R, complete genome.","MK540864.1"
"1028","MK540863","ON.2016.1755S","skunk",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.1755S, complete genome.","MK540863.1"
"1029","MK540862","ON.2016.1752S","skunk",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.1752S, complete genome.","MK540862.1"
"1030","MK540861","ON.2016.1750S","skunk",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.1750S, complete genome.","MK540861.1"
"1031","MK540860","ON.2016.1749R","raccoon",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.1749R, complete genome.","MK540860.1"
"1032","MK540859","ON.2016.1721R","raccoon",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.1721R, complete genome.","MK540859.1"
"1033","MK540858","ON.2016.1688S","skunk",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.1688S, complete genome.","MK540858.1"
"1034","MK540857","ON.2016.1654R","raccoon",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.1654R, complete genome.","MK540857.1"
"1035","MK540856","ON.2016.1653R","raccoon",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.1653R, complete genome.","MK540856.1"
"1036","MK540855","ON.2016.1632R","raccoon",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.1632R, complete genome.","MK540855.1"
"1037","MK540854","ON.2016.1631R","raccoon",11292,"Canada: Ontario","2016",NA,11924,"Rabies lyssavirus isolate ON.2016.1631R, complete genome.","MK540854.1"
"1038","MK540853","ON.2016.1630R","raccoon",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.1630R, complete genome.","MK540853.1"
"1039","MK540852","ON.2016.1629R","raccoon",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.1629R, complete genome.","MK540852.1"
"1040","MK540851","ON.2016.1626R","raccoon",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.1626R, complete genome.","MK540851.1"
"1041","MK540850","ON.2016.1625R","raccoon",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.1625R, complete genome.","MK540850.1"
"1042","MK540849","ON.2016.1593S","skunk",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.1593S, complete genome.","MK540849.1"
"1043","MK540848","ON.2016.1563R","raccoon",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.1563R, complete genome.","MK540848.1"
"1044","MK540847","ON.2016.1562R","raccoon",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.1562R, complete genome.","MK540847.1"
"1045","MK540846","ON.2016.1561R","raccoon",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.1561R, complete genome.","MK540846.1"
"1046","MK540845","ON.2016.1558S","skunk",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.1558S, complete genome.","MK540845.1"
"1047","MK540844","ON.2016.1508R","raccoon",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.1508R, complete genome.","MK540844.1"
"1048","MK540843","ON.2016.1432F","red fox",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.1432F, complete genome.","MK540843.1"
"1049","MK540842","ON.2016.1431R","raccoon",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.1431R, complete genome.","MK540842.1"
"1050","MK540841","ON.2016.1281S","skunk",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.1281S, complete genome.","MK540841.1"
"1051","MK540840","ON.2016.1064R","raccoon",11292,"Canada: Ontario","2016",NA,11924,"Rabies lyssavirus isolate ON.2016.1064R, complete genome.","MK540840.1"
"1052","MK540839","ON.2016.0907R","raccoon",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.0907R, complete genome.","MK540839.1"
"1053","MK540838","ON.2016.0905R","raccoon",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.0905R, complete genome.","MK540838.1"
"1054","MK540837","ON.2016.0904R","raccoon",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.0904R, complete genome.","MK540837.1"
"1055","MK540836","ON.2016.0859S","skunk",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.0859S, complete genome.","MK540836.1"
"1056","MK540835","ON.2016.0858S","skunk",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.0858S, complete genome.","MK540835.1"
"1057","MK540834","ON.2016.0857R","raccoon",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.0857R, complete genome.","MK540834.1"
"1058","MK540833","ON.2016.0797S","skunk",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.0797S, complete genome.","MK540833.1"
"1059","MK540832","ON.2016.0796R","raccoon",11292,"Canada: Ontario","2016",NA,11924,"Rabies lyssavirus isolate ON.2016.0796R, complete genome.","MK540832.1"
"1060","MK540831","ON.2016.0794R","raccoon",11292,"Canada: Ontario","2016",NA,11924,"Rabies lyssavirus isolate ON.2016.0794R, complete genome.","MK540831.1"
"1061","MK540830","ON.2016.0702R","raccoon",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.0702R, complete genome.","MK540830.1"
"1062","MK540829","ON.2016.0622R","raccoon",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.0622R, complete genome.","MK540829.1"
"1063","MK540828","ON.2016.0569R","raccoon",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.0569R, complete genome.","MK540828.1"
"1064","MK540827","ON.2016.0554R","raccoon",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.0554R, complete genome.","MK540827.1"
"1065","MK540826","ON.2016.0527R","raccoon",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.0527R, complete genome.","MK540826.1"
"1066","MK540825","ON.2016.0429R","raccoon",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.0429R, complete genome.","MK540825.1"
"1067","MK540824","ON.2016.0424S","skunk",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.0424S, complete genome.","MK540824.1"
"1068","MK540823","ON.2016.0361R","raccoon",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.0361R, complete genome.","MK540823.1"
"1069","MK540822","ON.2016.0360S","skunk",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.0360S, complete genome.","MK540822.1"
"1070","MK540821","ON.2016.0339S","skunk",11292,"Canada: Ontario","2016",NA,11922,"Rabies lyssavirus isolate ON.2016.0339S, complete genome.","MK540821.1"
"1071","MK540820","ON.2016.0324R","raccoon",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.0324R, complete genome.","MK540820.1"
"1072","MK540819","ON.2016.0316S","skunk",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.0316S, complete genome.","MK540819.1"
"1073","MK540818","ON.2016.0278R","raccoon",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.0278R, complete genome.","MK540818.1"
"1074","MK540817","ON.2016.0252S","skunk",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.0252S, complete genome.","MK540817.1"
"1075","MK540816","ON.2016.0248S","skunk",11292,"Canada: Ontario","2016",NA,11924,"Rabies lyssavirus isolate ON.2016.0248S, complete genome.","MK540816.1"
"1076","MK540815","ON.2016.0242R","raccoon",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.0242R, complete genome.","MK540815.1"
"1077","MK540814","ON.2016.0199S","skunk",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.0199S, complete genome.","MK540814.1"
"1078","MK540813","ON.2016.0196R","raccoon",11292,"Canada: Ontario","2016",NA,11924,"Rabies lyssavirus isolate ON.2016.0196R, complete genome.","MK540813.1"
"1079","MK540812","ON.2016.0191S","skunk",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.0191S, complete genome.","MK540812.1"
"1080","MK540811","ON.2016.0190R","raccoon",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.0190R, complete genome.","MK540811.1"
"1081","MK540810","ON.2016.0143R","raccoon",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.0143R, complete genome.","MK540810.1"
"1082","MK540809","ON.2016.0138R","raccoon",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.0138R, complete genome.","MK540809.1"
"1083","MK540808","ON.2016.0036R","raccoon",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.0036R, complete genome.","MK540808.1"
"1084","MK540807","ON.2016.0035R","raccoon",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.0035R, complete genome.","MK540807.1"
"1085","MK540806","ON.2016.0034R","raccoon",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.0034R, complete genome.","MK540806.1"
"1086","MK540805","ON.2016.0002R","raccoon",11292,"Canada: Ontario","2016",NA,11923,"Rabies lyssavirus isolate ON.2016.0002R, complete genome.","MK540805.1"
"1087","MK540804","ON.2015.1438R","raccoon",11292,"Canada: Ontario","2015",NA,11923,"Rabies lyssavirus isolate ON.2015.1438R, complete genome.","MK540804.1"
"1088","MK540803","ON.2015.1436R","raccoon",11292,"Canada: Ontario","2015",NA,11923,"Rabies lyssavirus isolate ON.2015.1436R, complete genome.","MK540803.1"
"1089","MK540802","ON.2015.1435R","raccoon",11292,"Canada: Ontario","2015",NA,11923,"Rabies lyssavirus isolate ON.2015.1435R, complete genome.","MK540802.1"
"1090","MK540801","ON.2015.1433R","raccoon",11292,"Canada: Ontario","2015",NA,11923,"Rabies lyssavirus isolate ON.2015.1433R, complete genome.","MK540801.1"
"1091","MK540800","ON.2015.1396R","raccoon",11292,"Canada: Ontario","2015",NA,11923,"Rabies lyssavirus isolate ON.2015.1396R, complete genome.","MK540800.1"
"1092","MK540799","NY.2018.2107R","raccoon",11292,"USA: New York","2018",NA,11925,"Rabies lyssavirus isolate NY.2018.2107R, complete genome.","MK540799.1"
"1093","MK540798","NY.2018.2106R","raccoon",11292,"USA: New York","2018",NA,11924,"Rabies lyssavirus isolate NY.2018.2106R, complete genome.","MK540798.1"
"1094","MK540797","NY.2018.1086R","raccoon",11292,"USA: New York","2018",NA,11924,"Rabies lyssavirus isolate NY.2018.1086R, complete genome.","MK540797.1"
"1095","MK540796","NY.2015.2602R","raccoon",11292,"USA: New York","2015",NA,11924,"Rabies lyssavirus isolate NY.2015.2602R, complete genome.","MK540796.1"
"1096","MK540795","NY.2015.1361R","raccoon",11292,"USA: New York","2015",NA,11923,"Rabies lyssavirus isolate NY.2015.1361R, complete genome.","MK540795.1"
"1097","MK540794","NY.2015.0918R","raccoon",11292,"USA: New York","2015",NA,11924,"Rabies lyssavirus isolate NY.2015.0918R, complete genome.","MK540794.1"
"1098","MK540793","NY.2011.6409S","skunk",11292,"USA: New York","2011",NA,11925,"Rabies lyssavirus isolate NY.2011.6409S, complete genome.","MK540793.1"
"1099","MK540792","NY.2011.6308S","skunk",11292,"USA: New York","2011",NA,11923,"Rabies lyssavirus isolate NY.2011.6308S, complete genome.","MK540792.1"
"1100","MK540791","NY.2011.6283O","cat",11292,"USA: New York","2011",NA,11924,"Rabies lyssavirus isolate NY.2011.6283O, complete genome.","MK540791.1"
"1101","MK540790","NY.2011.6206O","cow",11292,"USA: New York","2011",NA,11924,"Rabies lyssavirus isolate NY.2011.6206O, complete genome.","MK540790.1"
"1102","MK540789","NY.2011.5769O","gray fox",11292,"USA: New York","2011",NA,11924,"Rabies lyssavirus isolate NY.2011.5769O, complete genome.","MK540789.1"
"1103","MK540788","NY.2011.5446S","skunk",11292,"USA: New York","2011",NA,11923,"Rabies lyssavirus isolate NY.2011.5446S, complete genome.","MK540788.1"
"1104","MK540787","NY.2011.5303S","skunk",11292,"USA: New York","2011",NA,11924,"Rabies lyssavirus isolate NY.2011.5303S, complete genome.","MK540787.1"
"1105","MK540786","NY.2011.5179O","gray fox",11292,"USA: New York","2011",NA,11924,"Rabies lyssavirus isolate NY.2011.5179O, complete genome.","MK540786.1"
"1106","MK540785","NY.2011.5062R","raccoon",11292,"USA: New York","2011",NA,11923,"Rabies lyssavirus isolate NY.2011.5062R, complete genome.","MK540785.1"
"1107","MK540784","NY.2011.4957R","raccoon",11292,"USA: New York","2011",NA,11924,"Rabies lyssavirus isolate NY.2011.4957R, complete genome.","MK540784.1"
"1108","MK540783","NY.2011.4863O","cat",11292,"USA: New York","2011",NA,11924,"Rabies lyssavirus isolate NY.2011.4863O, complete genome.","MK540783.1"
"1109","MK540782","NY.2011.4696S","skunk",11292,"USA: New York","2011",NA,11924,"Rabies lyssavirus isolate NY.2011.4696S, complete genome.","MK540782.1"
"1110","MK540781","NY.2011.4316O","woodchuck",11292,"USA: New York","2011",NA,11924,"Rabies lyssavirus isolate NY.2011.4316O, complete genome.","MK540781.1"
"1111","MK540780","NY.2011.4095S","skunk",11292,"USA: New York","2011",NA,11924,"Rabies lyssavirus isolate NY.2011.4095S, complete genome.","MK540780.1"
"1112","MK540779","NY.2011.3703R","raccoon",11292,"USA: New York","2011",NA,11924,"Rabies lyssavirus isolate NY.2011.3703R, complete genome.","MK540779.1"
"1113","MK540778","NY.2011.3579R","raccoon",11292,"USA: New York","2011",NA,11923,"Rabies lyssavirus isolate NY.2011.3579R, complete genome.","MK540778.1"
"1114","MK540777","NY.2011.3324O","cat",11292,"USA: New York","2011",NA,11924,"Rabies lyssavirus isolate NY.2011.3324O, complete genome.","MK540777.1"
"1115","MK540776","NY.2011.2387O","gray fox",11292,"USA: New York","2011",NA,11924,"Rabies lyssavirus isolate NY.2011.2387O, complete genome.","MK540776.1"
"1116","MK540775","NY.2011.2347R","raccoon",11292,"USA: New York","2011",NA,11925,"Rabies lyssavirus isolate NY.2011.2347R, complete genome.","MK540775.1"
"1117","MK540774","NY.2011.2342O","cat",11292,"USA: New York","2011",NA,11923,"Rabies lyssavirus isolate NY.2011.2342O, complete genome.","MK540774.1"
"1118","MK540773","NY.2011.2320R","raccoon",11292,"USA: New York","2011",NA,11924,"Rabies lyssavirus isolate NY.2011.2320R, complete genome.","MK540773.1"
"1119","MK540772","NY.2011.2248O","cat",11292,"USA: New York","2011",NA,11924,"Rabies lyssavirus isolate NY.2011.2248O, complete genome.","MK540772.1"
"1120","MK540771","NY.2011.2208R","raccoon",11292,"USA: New York","2011",NA,11923,"Rabies lyssavirus isolate NY.2011.2208R, complete genome.","MK540771.1"
"1121","MK540770","NY.2011.2125R","raccoon",11292,"USA: New York","2011",NA,11924,"Rabies lyssavirus isolate NY.2011.2125R, complete genome.","MK540770.1"
"1122","MK540769","NY.2011.2074O","cat",11292,"USA: New York","2011",NA,11924,"Rabies lyssavirus isolate NY.2011.2074O, complete genome.","MK540769.1"
"1123","MK540768","NY.2011.2048R","raccoon",11292,"USA: New York","2011",NA,11924,"Rabies lyssavirus isolate NY.2011.2048R, complete genome.","MK540768.1"
"1124","MK540767","NY.2011.1517R","raccoon",11292,"USA: New York","2011",NA,11924,"Rabies lyssavirus isolate NY.2011.1517R, complete genome.","MK540767.1"
